Id,product_name,categories_tags
2622,Sauce cruditÃ©,fr:sauces-vinaigrettes
2623,Tofinelle champignons,fr:saucisse-tofu
2624,Tofinelle comtÃ© et carvi,fr:saucisse-tofu
2625,Croc'Seitan Ã  l'Indienne,en:cereals
2626,Croc'Seitan sÃ©same et potimaron,en:cereals
2627,Croc'Seitan Ã  l'indienne,en:cereals
2628,Grinioc sarrasin et comtÃ©,en:cereals
2629,Grinioc Quinoa et tomates,"en:cereals,fr:steak-de-cereales"
2630,Biosoy Nature,"en:dairies,fr:laits-vegetaux,fr:laits-de-soja,en:milks,fr:boisson-au-soja"
2631,Biosoy Vanille,"en:dairies,fr:laits-vegetaux,fr:laits-de-soja,en:milks,fr:boisson-au-soja"
2632,Croque Tofu ShitakÃ© Gingembre,fr:galettes-vegetales
2633,Boisson au soja calcium,"en:dairies,fr:laits-vegetaux,fr:laits-de-soja,en:milks"
2634,Tofou nature,fr:tofu
2635,Croq'soja Curry et pavot,"en:cereals,en:meals,fr:bio,fr:specialite-vegetale-a-base-de-tofu"
2636,Tofu Soyeux,fr:tofu
2637,Croc'Seitan lÃ©gumes fondants et tomates confites,en:cereals
2638,Biosoy Riz Nature,"fr:laits-vegetaux,en:milks,fr:laits-de-riz,en:dairies,fr:boisson-au-riz"
2639,"Grinioc orge, chÃ¨vre, miel et noix",en:cereals
2640,PoÃªlÃ©e Ã  la Tunisienne,en:meals
2641,PoilÃ©e Ã  la libanaise,en:meals
2642,PurÃ©e bio choux-fleurs et panais,fr:purees
2643,PurÃ©e bio patates douces et carottes,fr:purees
2644,CÃ©rÃ©al Bio Galettes DÃ©licÃ©rÃ©ales Sarrasin et Boulghour au ComtÃ©,fr:galettes-de-cereales
2645,Lychees au sirop,"en:desserts,fr:fruits-au-sirop"
2646,CrÃ¨me de Marrons A la Vanille,
2647, Barre marbrÄ—e cacao Ker cadÄ—lac,
2648,mini's pÃ©pites de  chocolat au. lait,
2649,Couscous Royal,"en:canned-foods,fr:couscous-prepares,fr:plats-prepares-en-conserve,en:meals"
2650,Nectar Tropical,"en:beverages,en:fruit-nectars,en:fruit-juices-and-nectars,fr:nectars-tropicaux"
2651,Cocktail Ananas Coco Pinacolada,"en:beverages,fr:boissons-aux-fruits"
2652,Jus d'orange des tropiques,"en:beverages,en:fruit-juices,en:concentrated-fruit-juices,en:concentrated-orange-juices,en:fruit-juices-and-nectars,en:orange-juices"
2653,Nectar Goyave,"en:beverages,en:fruit-nectars,en:fruit-juices-and-nectars,en:guava-nectars"
2654,Fromage blanc battu,"fr:fromages-blancs,en:cheeses,en:dairies"
2655,Fromage blanc aux fines herbes,"fr:fromages-blancs,en:cheeses,en:dairies"
2656,Fromage blanc,"fr:fromages-blancs,en:cheeses,en:dairies"
2657,Fromage blanc saveur vanille,"fr:fromages-blancs,en:cheeses,en:dairies"
2658,Le DÃ©lice de Bourgogne,"en:cheeses,en:dairies,fr:fromages-a-pate-fraiche"
2659,Neymann's Pain spÃ©cial croustillant complet 100% bio,"fr:pains-azymes,en:breads,fr:pains-azymes-a-la-farine-complete"
2660,Neymann's Pain spÃ©cial croustillant au sÃ©same 100% bio,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
2661,Neymann's Pain spÃ©cial croustillant aux oeufs et aux oignons,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
2662,Neymann's Pain spÃ©cial croustillant au cumin,"fr:pains-azymes,en:breads"
2663,SANITA Pain azyme au son 200g,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
2664,SANITA Pain azyme au seigle 200g,"fr:pains-de-seigle,fr:pains-azymes,fr:pains-azymes-au-seigle,en:breads"
2665,SANITA Pain azyme 200g ,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
2666,SANITA Pain azyme bio 200g,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
2667,Les Matsot de Wasselonne - Matsot chemouroth,"fr:pains-azymes,en:breads"
2668,SANITA Pain azyme 400g,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
2669,Pains azymes pilÃ©s RenÃ© Neymann,"fr:pains-azymes,fr:pains-azymes-piles,en:breads"
2670,Les Matsot de Wasselonne Extra fines 450g,"fr:pains-azymes,en:breads"
2671,Les Matsot de Wasselonne Ã  la farine complÃ¨te,"fr:pains-azymes,en:breads"
2672,Les Matsot de Wasselonne Extra fines 900g,"fr:pains-azymes,en:breads"
2673,Bio Tomates & Olives vertes et noires Le Cabanon en Provence,"en:groceries,fr:sauces,fr:sauce-tomate-aux-olives-vertes-et-noires-bio,fr:bio,fr:sauces-tomate,en:meals"
2674,Bio ProvenÃ§ale cuisinÃ©e Ã  l'huile d'olive Le Cabanon en Provence,"en:groceries,fr:sauce-tomate-a-la-provencale-bio,fr:sauces,fr:bio,fr:sauces-tomate,en:meals"
2675,Sardines de Bretagne Ã  l'huile d'olive vierge extra issue de l'agriculture biologique,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
2676,Sardines Ã  l'ancienne,"en:seafood,fr:sardines-a-l-ancienne,en:canned-foods,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
2677,Sardines Ã  l'ancienne Ã  l'huile d'arachide,"en:seafood,fr:sardines-a-l-ancienne,en:canned-foods,en:canned-sardines,en:sardines,en:canned-fishes,en:fishes,fr:sardine-a-l-huile-d-arachide"
2678,Belles de Douarnenez,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,en:fishes,fr:sardines-a-l-huile"
2679,Sardines Ã  l'ancienne,"en:seafood,fr:sardines-a-l-ancienne,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
2680,Anchois entiers Ã  l'huile d'olive vierge extra,"fr:anchois,fr:anchois-a-l-huile"
2681,ConnÃ©table filets de maquereaux au Muscadet,"en:seafood,en:canned-foods,en:canned-fishes,en:fishes"
2682,Thon au Naturel pÃªchÃ© Ã  la ligne,"fr:thons-albacore,en:seafood,en:tunas,fr:thons-tropicaux,en:fishes"
2683,Thon Ã  l'huile d'olive vierge extra,"en:seafood,fr:thons-a-l-huile-d-olive,en:canned-foods,fr:thons-a-l-huile,en:tunas,en:canned-fishes,en:fishes"
2684,Thon blanc vÃ©ritable germon Ã  l'huile d'olive vierge extra,"en:seafood,en:tunas,en:fishes,fr:thon-blanc-veritable-germon-a-l-huile-d-olive-vierge-extra,fr:thon-blanc-a-l-huile-d-olive-vierge-extra,fr:thons-blancs"
2685,Thon blanc vÃ©ritable germon au naturel,"fr:thons-au-naturel,en:tunas,en:canned-fishes,en:seafood,en:fishes,en:canned-foods,fr:thons-blancs"
2686,Saumon Atlantique au Naturel,"en:seafood,en:fishes,en:salmons"
2687,Sardines Ã  l'ancienne au citron,"en:seafood,fr:sardines-a-l-ancienne,en:canned-foods,fr:sardines-a-l-huile-et-au-citron,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
2688,Sardines Ã  l'ancienne Ã  l'huile d'olive vierge extra bio,"en:seafood,fr:sardines-a-l-ancienne,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,en:fishes,fr:sardines-a-l-huile"
2689,Sardine de Bretagne,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-et-au-citron,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
2690,Sardines gÃ©nÃ©reuses au piment,"en:seafood,en:sardines,en:fishes"
2691,Sardines gÃ©nÃ©reuses Ã  l'huile de tournesol,"en:seafood,en:canned-foods,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
2692,Sardine nature,"en:seafood,en:sardines,en:fishes"
2693,Filets de maquereaux marinÃ©s au vin blanc et aux aromates,fr:maquereaux-au-vin-blanc
2694,Filets de maquereaux Ã  l'huile d'olive et aux aromates,"fr:maquereaux-en-conserve,en:seafood,en:canned-foods,en:canned-fishes,fr:maquereaux,en:fishes"
2695,"Sardines Ã  l'ancienne, Ã  l'Huile d'Olive vierge extra","en:seafood,fr:sardines-a-l-ancienne,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
2696,Thon au naturel pÃªchÃ© Ã  la ligne,"en:seafood,en:canned-foods,en:canned-fishes,en:fishes"
2697,"Filets de sardines de Bretagne, sauce pimentÃ©e bio","en:seafood,en:canned-foods,en:canned-sardines,en:sardines,en:canned-fishes,en:fishes"
2698,Foie de morue au naturel,"en:seafood,en:canned-foods,en:canned-fishes,en:fishes,fr:foie-de-morue"
2699,Pois cassÃ©s,"fr:feculents,fr:pois-casses"
2700,Haricots verts extra-fins,fr:haricots-verts-surgeles
2701,Brocolis en fleurettes,"en:frozen-foods,en:vegetables,fr:legumes-surgeles"
2702,Carottes en rondelles surgelÃ©es,fr:carottes-surgelees
2703,Courgettes en rondelles,"en:vegetables,fr:courgettes-surgelees"
2704,"4 huiles, source d'omÃ©ga 3",
2705,Huile d'olive vierge extra ,"en:virgin-olive-oils,en:vegetable-oils,en:fats,en:vegetable-fats,en:olive-oils"
2706,Huile d'olive vierge extra,"en:virgin-olive-oils,en:vegetable-oils,en:fats,en:vegetable-fats,en:olive-oils"
2707,Cappucino,
2708,Cornichons malossol Ã  la Russe,"fr:cornichons,en:vegetables,en:groceries,en:condiments"
2709,Cornichons extra-fins,"fr:cornichons,en:vegetables,fr:cornichons-au-vinaigre,fr:cornichons-extra-fins"
2710,Cornichons extra-fins,fr:bocal-de-cornichons
2711,Crousti-Frit,"fr:oignons-frits,fr:aperitif"
2712,Mayonnaise au Tournesol,"fr:mayonnaises,en:groceries,en:condiments,fr:sauces"
2713,Sauce bÃ©arnaise Ã  l'estragon et Ã  l'Ã©chalotte,"en:groceries,fr:sauces,fr:bearnaise"
2714,Mayonnaise Fine Ligne,"fr:mayonnaises,en:groceries,fr:sauces,fr:mayonnaises-allegees"
2715,Lait de Coco,"fr:laits-vegetaux,en:milks,fr:laits-de-coco,en:dairies"
2716,Choucroute garnie,"fr:plats-prepares-a-rechauffer-au-micro-ondes,en:meals"
2717,Spaghetti bio,"fr:spaghetti,fr:spaghettis-au-ble-dur,en:pastas"
2718,"Nouilles, qualitÃ© supÃ©rieure",fr:pates
2719,Spagetti LE PRIX GAGNANT,"fr:spaghetti,en:pastas"
2720,Riz complet,"en:cereals,en:rices"
2721,Couscous moyen,"en:cereals,fr:couscous"
2722,BlÃ© prÃ©cuit,fr:ble-precuit
2723,Quinoa,"en:cereals,fr:quinoa"
2724,Sauce pesto,"fr:sauces-pour-pates,en:groceries,fr:sauces,fr:sauces-pesto"
2725,Sauce Tomates Poivrons et Mozzarella,"en:groceries,fr:sauces,fr:sauces-tomate"
2726,Sauce tomate cerise Ã  l'ail ,"en:groceries,fr:sauces,fr:sauces-tomate"
2727,Antipasti Artichauts grillÃ©s,"fr:antipasti,fr:artichauts-grilles"
2728,Sauce aux tomates fraÃ®ches Leader Price,"en:groceries,fr:sauces,fr:sauces-tomate"
2729,Sauce italienne Ã  la viande rÃ´tie,
2730,"Barre cÃ©rÃ©ales, chocolat noir","fr:barres,fr:barres-de-cereales"
2731,barres de pÃ©tales de riz et blÃ© complet aux pÃ©pites de chocolat noir,"fr:barres,fr:barres-de-cereales"
2732,Muesli Croustillant aux 6 fruits,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:breakfasts"
2733,Top Cao fourrÃ© au chocolat,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
2734,Muesli Bio croustillant aux 5 fruits Leader Price,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:breakfasts"
2735,Mini tartelettes nature Ã  garnir,fr:fond-de-tarte
2736,Amandes en poudre,"fr:amandes,en:nuts,fr:amandes-en-poudre,en:dried-fruits"
2737,Pralin hachÃ©,
2738,Parfait arÃ´me Ail-Persil,"fr:aide-culinaire,fr:bouillon"
2739,Bouillon de Pot-au-Feu DÃ©graissÃ©,"fr:soupes-deshydratees,en:soups,en:meals,fr:bouillon"
2740,VeloutÃ© d'Asperges,"fr:soupes-deshydratees,en:soups,en:meals"
2741,purÃ©e de pommes de terre en flocons,
2742,"Rillettes de maquereaux de Bretagne, Ã  la moutarde Ã  l'ancienne","en:rillettes,fr:rillettes-de-maquereau,fr:rillettes-de-poissons,en:meats,en:prepared-meats"
2743,Filets de maquereaux,"fr:filets-de-maquereaux,en:seafood,fr:maquereaux,en:fishes"
2744,Filets de maquereaux Ã  la moutarde de Dijon Leader Price,"fr:maquereaux-en-conserve,fr:filets-de-maquereaux,en:seafood,en:canned-foods,en:canned-fishes,fr:maquereaux,en:fishes"
2745,Sardines Ã  l'huile de Colza,"en:canned-sardines,en:sardines,en:canned-fishes,en:seafood,fr:sardines-a-l-huile,en:canned-foods,en:fishes"
2746,Pilchards harengs Ã  la tomate et Ã  l'huile vÃ©gÃ©tale,"fr:harengs,en:seafood,en:fishes,fr:pilchards"
2747,Dattes Deglet Nour,"fr:dattes,en:dried-fruits"
2748,Lentilles,
2749,Haricots Verts extra-fins,"fr:legumes-en-conserve,en:vegetables,fr:haricots-verts-en-conserve,en:canned-foods"
2750,Tomates ConcassÃ©e au jus,
2751,MaÃ¯s doux en grains sous vide,"fr:legumes-en-conserve,en:vegetables,en:cereals,en:canned-foods,fr:mais-doux,fr:mais-en-conserve"
2752,Pois chiches,"fr:legumes-en-conserve,en:vegetables,en:canned-foods,fr:pois-chiches-en-conserve"
2753,MaÃ¯s doux en grain sous vide bio,"fr:legumes-en-conserve,en:vegetables,en:cereals,en:canned-foods,fr:mais-en-conserve,fr:bio"
2754,Aubergines cuisinÃ©es Ã  la provenÃ§ale,fr:aubergines-cuisinees
2755,Ratatouille bio ,
2756,Petits pois et jeunes carottes extra-fins,fr:petits-pois-et-carottes
2757,Salsifis,fr:salsifis
2758,Flageolets verts extra-fins,fr:flageolets
2759,Haricots verts extra-fins,fr:haricots-verts
2760,Poudre instantanÃ©e,"fr:chocolats-en-poudre,en:chocolates,en:candies,en:breakfasts"
2761,PÃ©tales MaÃ¯s glacÃ©s au sucre,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
2762,CÃ©rÃ©ales chocolat fourrÃ©es chocolat,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
2763,Blanquette de veau Ã  la normande,"en:canned-foods,fr:blanquette-de-veau,fr:plats-prepares-en-conserve,en:meals"
2764,Jarret aux Lentilles,"en:canned-foods,en:meals,fr:lentilles"
2765,Terrine de foie de volaille,"fr:terrines,fr:terrines-de-volailles"
2766,Compote allÃ©gÃ©e pomme fraise,"fr:compotes,en:desserts"
2767,Compote allÃ©gÃ©e pomme banane,"fr:compotes,en:desserts"
2768,Compote allÃ©gÃ©e pomme poire,"fr:compotes,en:desserts"
2769,Fine ligne pomme fraise,"fr:compotes,en:desserts"
2770,Biscottes trÃ¨s pauvres en sel,"fr:biscottes,en:products-with-reduced-salt,en:breads,en:meta-category,fr:biscottes-pauvres-en-sel"
2771,Croutons nature spÃ©cial salade,fr:croutons-pour-salade
2772,CroÃ»tons goÃ»t ail et fines herbes spÃ©cial salade Leader price,fr:croutons
2773,Galettes de riz complet,"fr:galettes-de-cereales,en:cereals"
2774,MarbrÃ© goÃ»t chocolat,"en:cakes,fr:gateaux-marbres"
2775,Cakelets aux raisins secs et pÃ©pites de sucre,en:biscuits
2776,"Le Petit Sacripant, chocolat fourrÃ© au lait","en:biscuits,fr:biscuits-au-chocolat"
2777,36 cuillers,fr:biscuits-cuillers
2778,SpÃ©culoos,"fr:speculoos,en:biscuits"
2779,12 biscuits fourrÃ©s Ã  la framboise (55%) et nappÃ©s au chocolat (17%),en:biscuits
2780,12 biscuits fourrÃ©s Ã  la marmelade d'orange,en:biscuits
2781,Galettes Bretonnes,"en:biscuits,fr:biscuits-secs"
2782,"Le Petit Sacripant, chocolat au lait et aux noisettes","en:biscuits,fr:biscuits-au-chocolat,fr:biscuits-au-chocolat-au-lait"
2783,fondants caramel,en:biscuits
2784,Meringues chololat,en:cakes
2785,SablÃ©s cÃ©rÃ©ales chocolat noir Bio,"fr:sables,en:biscuits,fr:sables-aux-cereales,fr:sables-aux-cereales-nappes-de-chocolat-noir"
2786,Gaufres au miel bio,fr:gauffres
2787,Boudoirs aux oeufs frais,en:biscuits
2788,Biscuits sablÃ©s Ã  la noix de coco Leader Price,fr:biscuits-sucres
2789,Cookies  noix de coco pÃ©pites de chocolat,"en:biscuits,en:cookies"
2790,GoÃ»ters fourrÃ©s au cacao,en:biscuits
2791,Ligne fine biscuits croquants goÃ»t chocolat,fr:biscuits-fourres
2792,Chips croustillantes saveur bolognaise,"en:chips-and-fries,fr:chips-de-pommes-de-terre,fr:chips-croustillantes,fr:chips,fr:chips-de-pommes-de-terre-a-l-huile-de-tournesol,fr:aperitif"
2793,Tuiles ApÃ©ro goÃ»t bacon,
2794,Crackers goÃ»t crÃ¨me oignon Fine ligne,fr:crackers-sales
2795,Chipsy Croustillant,"en:chips-and-fries,fr:chips-croustillantes,fr:chips,fr:aperitif"
2796,Jus de tomate a basÃ© de concentrÃ©,
2797,PulpÃ© orange,"en:beverages,en:fruit-sodas,en:sodas,fr:sodas-a-l-orange,en:carbonated-drinks"
2798,"Jus de pamplemousse, 100% pur jus","en:squeezed-juices,en:squeezed-grapefruit-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:grapefruit-juices"
2799,Sirop de fraise,"en:beverages,fr:sirops-de-fraise,fr:sirops"
2800,Sirop de kiwi banane Leader Price,"en:beverages,fr:sirops"
2801,Cola 0%,"fr:sodas-au-cola,en:sodas,en:diet-drinks,en:diet-sodas,en:beverages,fr:sodas-au-cola-light,en:carbonated-drinks"
2802,Smoothie Ananas Coco Leader Price,fr:boisson-aux-fruits
2803,Boisson aux jus Kiwi - Pommes Leader Price,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:concentrated-fruit-juices"
2804,Pina Colada Noix de coco & ananas,fr:boisson-aux-fruits-a-base-de-concentre
2805,Lait demi-Ã©crÃ©mÃ©,"en:milks,fr:laits-demi-ecremes,en:dairies"
2806,Pomme Cassis Ã  l'eau de source,"en:beverages,en:fruit-juices,en:fruit-juices-and-nectars"
2807,Jus d'orange Ã  base de concentrÃ© LE PRIX GAGNANT,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:concentrated-orange-juices,en:concentrated-fruit-juices,en:orange-juices"
2808,Orange Light,"fr:sodas-a-l-orange-light,en:diet-drinks,en:beverages,fr:sodas-aux-fruits-light,en:fruit-sodas,en:sodas,en:diet-sodas,fr:sodas-a-l-orange,en:carbonated-drinks"
2809,Cola lÃ©ger en sucre,"en:beverages,fr:sodas-au-cola,en:sodas,en:carbonated-drinks"
2810,Cola light,"en:diet-drinks,en:beverages,fr:sodas-au-cola-light,fr:sodas-au-cola,en:sodas,en:diet-sodas,en:carbonated-drinks"
2811,Limonade,"fr:limonades,en:beverages,en:sodas,en:carbonated-drinks"
2812,Kids diabolo grenadine,"en:beverages,en:fruit-sodas,en:sodas,en:carbonated-drinks"
2813,Kids diabolo menthe,"en:beverages,en:fruit-sodas,en:sodas,en:carbonated-drinks"
2814,Beurre tendre doux,"en:butters,en:animal-fats,en:fats,fr:beurres-doux,en:dairies"
2815,Beurre doux,"en:butters,en:animal-fats,en:fats,fr:beurres-doux,en:dairies"
2816,Pointe de Brie,"en:cheeses,en:dairies,fr:bries"
2817,Emmental franÃ§ais rapÃ©,"fr:fromages-rapes,en:cow-cheeses,en:cheeses,en:dairies,fr:emmentals-rapes,en:emmentaler,fr:fromages-a-pate-pressee-cuite"
2818,Grana Padano,"en:cheeses,en:dairies"
2819,Raclette en tranches,"en:cheeses,en:dairies,fr:raclettes"
2820,Sainte Maure,"fr:fromages-de-chevre,en:cheeses,en:dairies,fr:fromages-pasteurises"
2821,ligne fine Ã  tartiner nature,"en:salted-spreads,fr:fromages-a-tartiner,en:cheeses,en:spreads,en:dairies"
2822,Mascarpone,"en:cheeses,en:creams,fr:fromages-italiens,en:dairies,fr:mascarpone"
2823,12 Å’ufs moyen,"fr:oeufs,en:farming-products,fr:oeufs-de-poule,fr:oeufs-plein-air"
2824,CrÃ¨me lÃ©gÃ¨re,fr:cremes-legeres
2825,Saumon fumÃ© au bois de hÃªtre Ã©levÃ© en Ecosse Leader Price,"fr:saumons-fumes,en:seafood,en:smoked-fishes,en:fishes,fr:saumons-fumes-d-elevage,en:salmons"
2826,Saumon atlantique fumÃ© au bois de hÃªtre Leader Price,"fr:saumons-fumes,en:seafood,en:smoked-fishes,en:fishes,fr:saumons-fumes-d-elevage,en:salmons"
2827,Saumon fumÃ© au bois de hÃªtre Ã©levÃ© en NorvÃ¨ge Leader Price,"fr:saumons-fumes,en:seafood,en:smoked-fishes,en:fresh,en:fishes,en:salmons,fr:saumon-fume-au-bois-de-hetre-eleve-en-norvege"
2828,BIO Saumon Atlantique fumÃ©,"fr:saumons-fumes,en:seafood,en:smoked-fishes,en:fishes,fr:bio,fr:saumons-fumes-d-elevage,en:salmons"
2829,Jambon de Paris,"fr:jambons-blancs,fr:jambons-de-paris,en:hams,en:meats,en:prepared-meats"
2830,Jambon supÃ©rieur au torchon avec couenne,"fr:jambons-blancs,en:hams,en:meats,en:prepared-meats"
2831,Rillettes du Mans,"fr:rillettes-francaises,en:rillettes,fr:rillettes-de-viande-rouge,fr:rillettes-de-la-sarthe,en:potted-meats,fr:rillettes-du-mans,fr:rillettes-de-porc,en:meats,en:prepared-meats"
2832,PÃ¢te feuilletÃ©e,"fr:pates-a-tarte,fr:pates-feuilletees"
2833,"Tortelloni, Ricotta Ã©pinard, aux Å“ufs frais","fr:pates-fraiches,en:pastas,fr:tortelloni"
2834,Tagliatelles aux oeufs,"fr:pates-fraiches,en:pastas"
2835,ravioli 3 fromages,"fr:plats-prepares-frais,fr:pates-fraiches,fr:raviolis-au-fromage,en:fresh,en:pastas,fr:ravioli,fr:raviolis-frais,en:meals"
2836,TaboulÃ© oriental,"fr:taboules-orientaux,fr:taboules,en:meals"
2837,Coleslaw,"fr:plats-prepares-frais,en:fresh,fr:coleslaw,fr:salades-composees,en:meals"
2838,Penne au poulet,"fr:plats-prepares-frais,en:fresh,en:meals,fr:salades-preparees"
2839,Ravioli au boeuf aux oeufs frais Le prix gagnant,"fr:plats-prepares-frais,fr:pates-fraiches,en:fresh,fr:raviolis-au-boeuf,en:pastas,fr:ravioli,fr:raviolis-frais,en:meals"
2840,"Tortis, noix de Saint-Jacques et crevettes","fr:plats-prepares-a-rechauffer-au-micro-ondes,en:meals"
2841,Tagliatelle carbonara,"fr:plats-prepares-a-rechauffer-au-micro-ondes,en:meals"
2842,Tomates farcies et riz cuisinÃ©,"fr:tomates-farcies,fr:riz-cuisine"
2843,Tarte flambÃ©e alsacienne,"fr:flammekueche,en:meals"
2844,Quenelles lyonnaises pur beurre nature,"fr:quenelles,fr:quenelles-nature,en:meals"
2845,Fine ligne poulet,en:meals
2846,Poulet et riz sauce moutarde,
2847,Blanc de poulet,"fr:poulets,fr:blancs-de-poulet,en:poultries,en:meats"
2848,Yaourts nature,"en:yogurts,en:dairies,fr:yaourts-natures"
2849,Yaourts nature sucrÃ©s au sucre de canne Leader Price,"en:fresh,en:desserts,en:yogurts,en:dairies,fr:yaourts-natures,fr:yaourts-nature-sucres,fr:gouter"
2850,Yaourts aux fruits avec morceaux de fruits Leader Price,"en:fresh,en:desserts,en:yogurts,en:dairies,en:fruit-yogurts,fr:yaourts-aux-fruits-avec-morceaux-de-fruits,fr:gouter"
2851,Yaourts aux fruits avec morceaux - cerises,"en:yogurts,en:dairies,fr:yaourts-brasse-sucre-aromatise"
2852,Yaourts aux fruits avec morceaux Ã  la poire Leader Price,"en:stirred-yogurts,en:yogurts,en:dairies,fr:yaourt-brasse-aux-fruits"
2853,Flans goÃ»t vanille nappÃ©s caramel Kids Leader Price,"en:fresh,en:desserts,en:dairies,fr:flans-gout-vanille-nappes-caramel,fr:flans,fr:gouter"
2854,2 tartelettes caramel beurre salÃ©,fr:gateau-au-caramel
2855,Mousse au chocolat au lait Leader Price,"en:chocolate-desserts,en:fresh,en:desserts,fr:mousse-au-chocolat-au-lait,fr:mousses-au-chocolat,fr:dessert-lacte,fr:gouter"
2856,Riz au lait saveur vanille Leader Price,"en:fresh,en:desserts,en:dairies,fr:riz-au-lait,fr:riz-au-lait-saveur-vanille,fr:gouter"
2857,Riz au lait au chocolat Leader Price,"en:fresh,en:desserts,en:dairies,fr:riz-au-lait,fr:riz-au-lait-au-chocolat,fr:gouter"
2858,Petits pots de crÃ¨me cuits au four Coco Leader Price,fr:desserts-lactes
2859,Fromages frais aux fruits Kids Leader Price,"en:cheeses,en:desserts,en:dairies,fr:fromages-a-pate-fraiche,fr:fromages-frais-aux-fruits,fr:gouter"
2860,Faiselle,"en:cheeses,en:dairies,fr:fromages-pasteurises,fr:fromages-a-pate-fraiche"
2861,4 blinis (+1 gratuit),"fr:blinis,fr:aperitif"
2862,Tzatziki,"en:groceries,fr:sauces"
2863,CrÃ¨me fraÃ®che Bio leader Price,"en:creams,en:dairies,fr:cremes-fraiches"
2864,Pain de mie sans croÃ»te,"fr:pains-de-mie,en:breads"
2865,Pain de mie spÃ©cial sandwich complet,"fr:pains-de-mie,en:breads"
2866,Salade mÃ©langÃ©e Ã  l'emmental avec sa sauce au vinaigre de XÃ©rÃ¨s,
2867,PoÃªlÃ©e FaÃ§on KÃ©bab LEADER PRICE,"en:frozen-foods,fr:plats-cuisines-surgeles"
2868,PennÃ©s Poulet Pesto LEADER PRICE,"en:frozen-foods,fr:plats-cuisines-surgeles"
2869,Spagetti Ã  la bolognaise LE PRIX GAGNANT,"en:frozen-foods,fr:plats-cuisines-surgeles,fr:pates-preparees"
2870,Penne au poulet sauce champignons,"en:frozen-foods,fr:plats-cuisines-surgeles"
2871,Serpentini poisson et crevettes,
2872,SautÃ© de lÃ©gumes au poulet,"en:frozen-foods,fr:plats-prepares-a-rechauffer-au-micro-ondes,fr:plats-cuisines-surgeles,en:meals"
2873,Poisson Ã  la Bordelaise et riz,
2874,Pommes allumettes,"fr:frites,en:chips-and-fries"
2875,Pommes de terre frites,"fr:frites,en:chips-and-fries"
2876,Choux-fleurs en fleurettes,"fr:legumes-surgeles,en:frozen-foods,en:vegetables"
2877,Ratatouille CuisinÃ©e,"fr:legumes-surgeles,en:frozen-foods,en:vegetables,fr:ratatouilles"
2878,Champignons de Paris Ã©mincÃ©s,fr:champignons-de-paris-surgeles
2879,Ciboulette coupÃ©e,"fr:legumes-surgeles,en:frozen-foods,en:vegetables"
2880,Croustillant chocolat noisette surgelÃ©,"en:frozen-foods,en:desserts"
2881,Baguette de campagne,"en:breads,fr:baguettes-de-campagne"
2882,Cacao Bio,fr:poudre-de-cacao
2883,Lesieur - Coeur de Tournesol,"en:vegetable-oils,en:fats,en:vegetable-fats"
2884,Lesieur Coeur de Tournesol,"en:vegetable-oils,en:sunflower-oils,en:fats,en:vegetable-fats"
2885,Huile d'olive fraÃ®chement extraite,"en:virgin-olive-oils,en:vegetable-oils,en:fats,en:vegetable-fats,en:olive-oils"
2886,Lessieur - Coeur de Tournesol,"en:vegetable-oils,en:sunflower-oils,en:fats,en:vegetable-fats"
